Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
244	Blinatumomab Expanded T-cells (BET) in Indolent Non-Hodgkin Lymphomas/Chronic Lymphocytic Leukemia	Recruiting	No Results Available	Indolent Non-Hodgkin Lymphomas/Chronic Lymphocytic Leukemia	Biological: Blinatumomab Expanded T-cells (BET)	ASST - Papa Giovanni XXIII, Bergamo, Italy	https://ClinicalTrials.gov/show/NCT03823365
245	Reduced Intensity (RIC) Conditioning And Transplantation of HLA-Haplo-HCT	Recruiting	No Results Available	Hematologic Malignancies	Biological: Haplo HCT <55 years old|Biological: Haplo HCT ≥55 years old|Drug: GVHD Prophylaxis|Biological: Haplo HCT ≥55 and < 65 years old|Biological: Haplo HCT ≥65 and ≤75 years old	Masonic Cancer Center at University of Minnesota, Minneapolis, Minnesota, United States	https://ClinicalTrials.gov/show/NCT02988466
246	Anti-CD19 Chimeric Antigen Receptor T Cells for Treatment of Relapsed or Refractory Non-Hodgkin Lymphoma	Recruiting	No Results Available	Refractory Non-Hodgkin Lymphoma|Burkitt Lymphoma|Mantle Cell Lymphoma|Follicular Lymphoma|Lymphoplasmacytic Lymphoma|Primary Mediastinal Large B Cell Lymphoma|Diffuse Large B Cell Lymphoma|Small Lymphocytic Lymphoma|Transformed Lymphoma	Drug: Fludarabine|Drug: Cyclophosphamide|Biological: anti-CD19 CAR-T cells	University of California, San Francisco, San Francisco, California, United States	https://ClinicalTrials.gov/show/NCT04545762
247	Cell Therapy for High Risk T-Cell Malignancies Using CD7-Specific CAR Expressed On Autologous T Cells	Not yet recruiting	No Results Available	T-cell Acute Lymphoblastic Leukemia|T-cell Acute Lymphoblastic Lymphoma|T-non-Hodgkin Lymphoma	Genetic: CD7.CAR/28zeta CAR T cells|Drug: Fludarabine|Drug: Cytoxan	Houston Methodist Hospital, Houston, Texas, United States|Texas Children's Hospital, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT03690011
248	CD19 CAR-T Cell Therapy for Relapsed/Refractory B-cell Lymphoma and B-cell Acute Lymphoblastic Leukemia	Recruiting	No Results Available	B Cell Lymphoma|B-cell Acute Lymphoblastic Leukemia	Biological: Anti-CD19 CAR-T Cells Injection	Kunming Yan'an Hospital, Oncology Department, Kunming, Yunnan, China	https://ClinicalTrials.gov/show/NCT03854994
249	Acalabrutinib and Anti-CD19 CAR T-cell Therapy for the Treatment of B-cell Lymphoma	Recruiting	No Results Available	B-Cell Non-Hodgkin Lymphoma|Diffuse Large B-Cell Lymphoma, Not Otherwise Specified|High Grade B-Cell Lymphoma|Primary Mediastinal (Thymic) Large B-Cell Lymphoma|Transformed Follicular Lymphoma to Diffuse Large B-Cell Lymphoma	Drug: Acalabrutinib|Biological: Axicabtagene Ciloleucel	Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT04257578
250	Immunotherapy With CD22 CAR T-cells for B-Cell Lymphoma, ALL and CLL	Not yet recruiting	No Results Available	Leukemia|Lymphoma	Biological: :Anti-CD22-CAR		https://ClinicalTrials.gov/show/NCT04163575
251	Anti-CD19 CAR in PiggyBac Transposon-Engineered T Cells for Relapsed/Refractory B-cell Lymphoma or B-cell Acute Lymphoblastic Leukemia	Recruiting	No Results Available	B Cell Lymphoma|B-cell Acute Lymphoblastic Leukemia	Biological: Anti-CD19 CAR-T Cells Injection	Kunming Yan'an Hospital, Kunming, Yunnan, China	https://ClinicalTrials.gov/show/NCT04289220
252	Immunotherapy With CD19 CAR T-cells for B-Cell Lymphoma, ALL and CLL	Not yet recruiting	No Results Available	Leukemia|Lymphoma	Biological: Anti-CD19-CAR	Beijing Cancer Hospital, Beijing, Beijing, China|The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China|Hebei Yanda Ludaopei Hospital, Sanhe, Hebei, China|First Affiliated Hospital of Henan University of Science and Technology, Luoyang, Henan, China|The First Affiliated Hospital of Zhengzhou University, Zhengzhou, Henan, China|Huai'An First People'S Hospital, Huaian, Jiangsu, China|Nanjing Drum Tower Hospital, Nanjing, Jiangsu, China|First Hospital of Jilin University, Changchun, Jilin, China|Shanxi Dayi Hospital, Taiyuan, Shanxi, China|Tianjin people's hospital, Tianjin, Tianjin, China|Hangzhou Cancer Hospital, Hangzhou, Zhejiang, China|Beijing DOING Biomedical Co., Ltd, Beijing, China	https://ClinicalTrials.gov/show/NCT02546739
253	Anti-CD19 CAR-T Cells With Inducible Caspase 9 Safety Switch for B-cell Lymphoma	Recruiting	No Results Available	Lymphoma|Lymphoma, B-Cell|Immune System Diseases|Immunoproliferative Disorders|Lymphatic Diseases	Biological: iC9-CAR19 T cells|Drug: Bendamustine|Drug: Fludarabine|Drug: AP1903|Drug: Cyclophosphamide	Lineberger Comprehensive Cancer Center at University of North Carolina - Chapel Hill, Chapel Hill, North Carolina, United States	https://ClinicalTrials.gov/show/NCT03696784
254	Phase 2 Study Evaluating Autologous CD30.CAR-T Cells in Patients With Relapsed/Refractory Hodgkin Lymphoma (CHARIOT)	Recruiting	No Results Available	Hodgkin Lymphoma, Adult|Hodgkin Disease Recurrent|Hodgkin Disease Refractory|Hodgkin Disease, Pediatric	Drug: CD30.CAR-T|Drug: Fludarabine|Drug: Bendamustine	City of Hope Comprehensive Cancer Center, Duarte, California, United States|University of Chicago Medical Center, Chicago, Illinois, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|Sarah Cannon Research Institute, Nashville, Tennessee, United States|MD Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT04268706
255	Autologous T-Cells Expressing a Second Generation CAR for Treatment of T-Cell Malignancies Expressing CD5 Antigen	Recruiting	No Results Available	T-cell Acute Lymphoblastic Lymphoma|T-non-Hodgkin Lymphoma|T-cell Acute Lymphoblastic Leukemia	Genetic: Autologous CD5.CAR/28zeta CAR T cells|Drug: Fludarabine|Drug: Cytoxan|Genetic: Allogeneic CD5.CAR/28zeta CAR T cells	Houston Methodist Hospital, Houston, Texas, United States|Texas Children's Hospital, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT03081910
256	Immunotherapy With Bispecific CAR-T Cells for B-Cell Lymphoma, ALL and CLL	Not yet recruiting	No Results Available	Leukemia|Lymphoma	Biological: anti-CD19 anti-CD20 Bispecific CAR-T	Hebei Yanda Ludaopei Hospital, Sanhe, Hebei, China	https://ClinicalTrials.gov/show/NCT03271515
257	Immunotherapy for High Risk/Relapsed CD19+ Acute Lymphoblastic Leukaemia, B-cell Non-Hodgkin's Lymphoma (B-NHL) and Chronic Lymphocytic Leukaemia (CLL)/ Small Lymphocytic Lymphoma (SLL) Using CAR T-cells to Target CD19	Recruiting	No Results Available	Leukemia, Lymphoblastic, Acute, Lymphoma	Biological: CD19CAT-41BBZ CAR T-cells	University College London Hospital, London, United Kingdom	https://ClinicalTrials.gov/show/NCT02935257
258	A Feasibility and Safety Study of Universal Dual Specificity CD19 and CD20 or CD22 CAR-T Cell Immunotherapy for Relapsed or Refractory Leukemia and Lymphoma	Recruiting	No Results Available	B Cell Leukemia|B Cell Lymphoma	Biological: Universal Dual Specificity CD19 and CD20 or CD22 CAR-T Cells	Biotherapeutic Department and Hematology Department of Chinese PLA General Hospital, Beijing, Beijing, China	https://ClinicalTrials.gov/show/NCT03398967
259	CD19+Targeted CAR-T Cell Therapy for Relapsed/Refractory CD19+ B Cell Leukemia and Lymphoma	Recruiting	No Results Available	Leukemia|Lymphoma, Large B-Cell, Diffuse|Leukemia, B-cell|Lymphoma, B-Cell|Leukemia, Lymphocytic, Chronic, B-Cell	Biological: CD19 CAR-T cells	920th Hospital of Joint Logistics Support Force, Kunming, Yunnan, China	https://ClinicalTrials.gov/show/NCT04271410
260	CAR-T Cells in Treating Patients With Relapsed or Refractory NHL	Recruiting	No Results Available	Refractory Indolent Adult Non-Hodgkin Lymphoma	Drug: CD19 CAR-T|Drug: CD22 CAR-T|Drug: CD19+CD22 CAR-T|Drug: Fludarabine|Drug: Cyclophosphamide	No.2 Hospital of Hebei Medical University, Shijiazhuang, Hebei, China	https://ClinicalTrials.gov/show/NCT04626739
261	Anti-CD19, Dual Co-stimulatory (4-1BB, CD3ζ) Chimeric Antigen Receptor T-cells in Patients With Relapsed/Refractory Aggressive Lymphoma or Acute Lymphoblastic Leukemia (ALL)	Recruiting	No Results Available	Relapsed Non Hodgkin Lymphoma|Relapsed Adult ALL|Relapsed Pediatric ALL	Biological: autologous CD19-directed chimeric antigen receptor (CAR) T-cells	Foothills Medical Centre, Calgary, Alberta, Canada|Tom Baker Cancer Centre, Calgary, Alberta, Canada|Alberta Children's Hospital, Calgary, Alberta, Canada|Cross Cancer Institute, Edmonton, Alberta, Canada|Stollery Children's Hospital, Edmonton, Alberta, Canada|University of Alberta Hospital, Edmonton, Alberta, Canada	https://ClinicalTrials.gov/show/NCT03938987
262	A Study of CAR-T Cells Therapy for Patients With Relapsed and/or Refractory Central Nervous System Hematological Malignancies	Recruiting	No Results Available	Acute Lymphoblastic Leukemia|Non-Hodgkin's Lymphoma	Drug: CAR-T cells|Procedure: Ommaya Reservoir	The First Affiliated Hospital，College of Medicine, Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04532203
263	An Exploratory Clinical Trial of Autologous Humanized Anti-cluster of Differentiation Antigen 19/20(CD19/CD20) Dual Specific CAR-T Cells Injection	Recruiting	No Results Available	Diffuse Large B Cell Lymphoma	Biological: Autologous humanized anti-CD19 and anti-CD20 dual specific CAR-T Cells	First Affiliated Hospital of Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04486872
264	A Study of Humanized CD19 CAR-T Cells Therapy for Patients With Relapsed and/or Refractory B-cell ALL and B-cell NHL	Recruiting	No Results Available	Acute Lymphoblastic Leukemia|Non-hodgkin Lymphoma,B Cell	Drug: Humanized CD19 CAR-T cells	The First Affiliated Hospital，College of Medicine, Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04532268
265	CRISPR-Edited Allogeneic Anti-CD19 CAR-T Cell Therapy for Relapsed/Refractory B Cell Non-Hodgkin Lymphoma	Recruiting	No Results Available	Lymphoma, Non-Hodgkin|Relapsed Non Hodgkin Lymphoma|Refractory B-Cell Non-Hodgkin Lymphoma|Non Hodgkin Lymphoma|Lymphoma|B Cell Lymphoma|B Cell Non-Hodgkin's Lymphoma	Genetic: CB-010|Drug: Cyclophosphamide|Drug: Fludarabine	Chao Family Comprehensive Cancer Center/University of California Irvine, Orange, California, United States|Oncology Hematology Care, Cincinnati, Ohio, United States|MD Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT04637763
266	CD19-specific CAR-T Cells in CLL/SLL and DLBCL	Recruiting	No Results Available	Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma; Diffuse Large B-cell Lymphoma; Acute Lymphoblastic Leukemia	Drug: YTB323 and ibrutinib|Drug: YTB323 single agent	University of Chicago Medical Center Hematology and Oncology, Chicago, Illinois, United States|University of Kansas Cancer Center SC - CTL019C2201, Westwood, Kansas, United States|Massachusetts General Hospital Cancer Center, Boston, Massachusetts, United States|Sarah Cannon Research Institute Drug Ship - 4, Nashville, Tennessee, United States|Medical College of Wisconsin, Inc., Milwaukee, Wisconsin, United States|Novartis Investigative Site, Melbourne, Victoria, Australia|Novartis Investigative Site, Wien, Austria|Novartis Investigative Site, Marseille, France|Novartis Investigative Site, Paris Cedex 10, France|Novartis Investigative Site, Pierre Benite Cedex, France|Novartis Investigative Site, Milano, MI, Italy|Novartis Investigative Site, Barcelona, Catalunya, Spain|Novartis Investigative Site, Barcelona, Spain	https://ClinicalTrials.gov/show/NCT03960840
267	Safety of Autologous Humanized Anti-CD19 and Anti-CD20 Dual Specific CAR-T Cells in Adult Patients With Diffuse Large B-cell Lymphoma	Recruiting	No Results Available	Relapsed or Refractory DLBCL Patients With Either CD19 or CD20 Positive	Biological: Autologous humanized anti-CD19 and anti-CD20 dual specific CAR-T Cells	Fujian Medical University Union Hospital, Fuzhou, Fujian, China	https://ClinicalTrials.gov/show/NCT04215016
268	CD19 and CD22 Dual-targeted CAR-T Cells for Relapsed or Refractory B-NHL	Not yet recruiting	No Results Available	B-cell Lymphoma Refractory|B-cell Lymphoma Recurrent	Biological: CD19 and CD22 targeted CAR-T cells	Department of Hematology, Xinqiao Hospital, ChongQing, Chongqing, China	https://ClinicalTrials.gov/show/NCT04303247
269	A Phase I/II Study to Evaluate the Safety of Cellular Immunotherapy Using Autologous T Cells Engineered to Express a CD20-Specific Chimeric Antigen Receptor for Patients With Relapsed or Refractory B Cell Non-Hodgkin Lymphomas	Recruiting	No Results Available	Recurrent B-Cell Non-Hodgkin Lymphoma|Recurrent Chronic Lymphocytic Leukemia|Recurrent Diffuse Large B-Cell Lymphoma|Recurrent Follicular Lymphoma|Recurrent Lymphoplasmacytic Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Refractory B-Cell Non-Hodgkin Lymphoma|Refractory Diffuse Large B-Cell Lymphoma|Refractory Follicular Lymphoma|Refractory Lymphoplasmacytic Lymphoma|Refractory Mantle Cell Lymphoma|Refractory Transformed Non-Hodgkin Lymphoma|Recurrent Transformed B-Cell Non-Hodgkin Lymphoma|Recurrent Transformed Chronic Lymphocytic Leukemia|Refractory Marginal Zone Lymphoma|Refractory Transformed B-Cell Non-Hodgkin Lymphoma|Refractory Transformed Chronic Lymphocytic Leukemia|Recurrent Small Lymphocytic Lymphoma|Refractory Chronic Lymphocytic Leukemia|Refractory Small Lymphocytic Lymphoma	Biological: Chimeric Antigen Receptor T-Cell Therapy|Drug: Cyclophosphamide|Other: Laboratory Biomarker Analysis|Procedure: Leukapheresis|Drug: Fludarabine Phosphate	Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT03277729
270	Anti-CD19 FasT CAR-T Cell Therapy for B Cell NHL	Not yet recruiting	No Results Available	Lymphoma, Non-Hodgkin	Biological: anti-CD19 FasT CAR-T cells	Department of Hematology, Xinqiao Hospital, ChongQing, Chongqing, China	https://ClinicalTrials.gov/show/NCT04638270
271	TC-110 T Cells in Adults With Relapsed or Refractory Non-Hodgkin Lymphoma or Acute Lymphoblastic Leukemia	Recruiting	No Results Available	Non Hodgkin Lymphoma|Acute Lymphoblastic Leukemia|Diffuse Large B Cell Lymphoma|Primary Mediastinal Large B Cell Lymphoma|Mantle Cell Lymphoma|Follicular Lymphoma	Drug: TC-110 T Cells|Drug: Fludarabine|Drug: Cyclophosphamide	Colorado Blood Cancer Institute, Denver, Colorado, United States|Sarah Cannon Research Institute, Nashville, Tennessee, United States|University of Texas MD Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT04323657
272	Iomab-ACT: A Pilot Study of 131-I Apamistamab Followed by CD19-Targeted CAR T-Cell Therapy for Patients With Relapsed or Refractory B-Cell Acute Lymphoblastic Leukemia or Diffuse Large B-Cell Lymphoma	Recruiting	No Results Available	B-ALL|DLBCL|B ALL|Dlbcl-Ci|DLBCL Unclassifiable|DLBCL, Nos Genetic Subtypes|DLBCL Activated B-Cell Type|DLBCL Germinal Center B-Cell Type|Diffuse Large B-cell Lymphoma|HGBL|HGBL, Nos	Drug: 131-I Apamistamab|Biological: CAR T-cell	Memorial Sloan Kettering Cancer Center, New York, New York, United States	https://ClinicalTrials.gov/show/NCT04512716
273	Study of CD19 Specific Chimeric Antigen Receptor Positive T Cells (CAR-T) in ALL and NHL	Recruiting	No Results Available	Acute Lymphoblastic Leukemia|Non Hodgkin Lymphoma	Biological: Car-T Cell Therapy	Acıbadem Labcell Cellular Therapy Laboratories, Istanbul, Turkey	https://ClinicalTrials.gov/show/NCT04206943
274	A Study of GC022F CAR-T Cell Immunotherapy for Relapsed or Refractory B- NHL	Not yet recruiting	No Results Available	B-cell Non Hodgkin Lymphoma	Biological: GC022F	Hebei Yanda Ludaopei Hospital, Sanhe, Hebei, China	https://ClinicalTrials.gov/show/NCT04412174
275	Modified Immune Cells (CD19/CD20 CAR-T Cells) in Treating Patients With Recurrent or Refractory B-Cell Lymphoma or Chronic Lymphocytic Leukemia	Recruiting	No Results Available	CD19 Positive|CD20 Positive|Recurrent Chronic Lymphocytic Leukemia|Recurrent Diffuse Large B-Cell Lymphoma|Recurrent Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Primary Mediastinal (Thymic) Large B-Cell Cell Lymphoma|Recurrent Small Lymphocytic Lymphoma|Refractory Chronic Lymphocytic Leukemia|Refractory Diffuse Large B-Cell Lymphoma|Refractory Follicular Lymphoma|Refractory Mantle Cell Lymphoma|Refractory Primary Mediastinal (Thymic) Large B-Cell Cell Lymphoma|Refractory Small Lymphocytic Lymphoma	Biological: Chimeric Antigen Receptor T-Cell Therapy|Drug: Cyclophosphamide|Drug: Fludarabine Phosphate|Biological: Tocilizumab	UCLA / Jonsson Comprehensive Cancer Center, Los Angeles, California, United States	https://ClinicalTrials.gov/show/NCT04007029
276	CRISPR (HPK1) Edited CD19-specific CAR-T Cells (XYF19 CAR-T Cells) for CD19+ Leukemia or Lymphoma.	Recruiting	No Results Available	Leukemia Lymphocytic Acute (ALL) in Relapse|Leukemia Lymphocytic Acute (All) Refractory|Lymphoma, B-Cell|CD19 Positive	Genetic: XYF19 CAR-T cell|Drug: Cyclophosphamide|Drug: Fludarabine	Xijing Hospital, Xi'an, Shannxi, China	https://ClinicalTrials.gov/show/NCT04037566
277	EBV Specific T-Lymphocytes for Treatment of EBV-Positive Lymphoma	Not yet recruiting	No Results Available	EBV-Related Hodgkin Lymphoma|Lymphoproliferative Disorders|Chronic EBV (Epstein-Barr Virus) Infection Syndrome|EBV Related Non-Hodgkin's Lymphoma	Biological: Dose Level 1A: 2 x 10^7 cells/m2|Biological: Dose Level 2A: 6 x 10^7 cells/m2|Biological: Dose Level 3A: 2 x 10^8 cells/m2|Biological: Dose Level 2B|Biological: Dose Level 3B	Houston Methodist Hospital, Houston, Texas, United States|Texas Children's Hospital, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT04664179
278	A Study of Anti-CD7 CAR-T Cells in Pediatric and Young Adult Patients With Relapse and Refractory T-ALL/ T-LBL	Not yet recruiting	No Results Available	T-cell Acute Lymphoblastic Leukemia|T-lymphoblastic Lymphoma	Biological: Target CD7 CAR-T cells	920th Hospital of Joint Logistics Support Force of People's Liberation Army of China, Kunming, Yunnan, China	https://ClinicalTrials.gov/show/NCT04860817
279	A Study of CD19/22 CART Cells Combined With PD-1 Inhibitor in Relapsed/Refractory B-cell Lymphoma	Recruiting	No Results Available	Relapsed Non Hodgkin Lymphoma|Refractory Non-Hodgkin Lymphoma	Biological: CD19/22 CART|Drug: Tislelizumab	The First Affiliated Hospital of Soochow University, Suzhou, Jiangsu, China	https://ClinicalTrials.gov/show/NCT04539444
280	Multi-CAR T Cell Therapy Targeting CD7-positive Malignancies	Recruiting	No Results Available	T-cell Acute Lymphoblastic Leukemia|T-cell Acute Lymphoblastic Lymphoma|Acute Myeloid Leukemia|NK Cell Lymphoma	Biological: CD7-specific CAR gene-engineered T cells	Shenzhen Geno-immune Medical Institute, Shenzhen, Guangdong, China	https://ClinicalTrials.gov/show/NCT04033302
281	huJCAR014 CAR-T Cells in Treating Adult Patients With Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma or Acute Lymphoblastic Leukemia	Recruiting	No Results Available	Recurrent Adult Acute Lymphoblastic Leukemia|Recurrent B-Cell Non-Hodgkin Lymphoma|Recurrent Diffuse Large B-Cell Lymphoma|Recurrent Primary Mediastinal (Thymic) Large B-Cell Lymphoma|Refractory Adult Acute Lymphoblastic Leukemia|Refractory B-Cell Non-Hodgkin Lymphoma|Refractory Diffuse Large B-Cell Lymphoma|Refractory Primary Mediastinal (Thymic) Large B-Cell Lymphoma|Recurrent Transformed Non-Hodgkin Lymphoma|Recurrent High Grade B-Cell Lymphoma With MYC, BCL2, and BCL6 Rearrangements|Refractory High Grade B-Cell Lymphoma With MYC, BCL2, and BCL6 Rearrangements|Recurrent B Acute Lymphoblastic Leukemia|Recurrent Diffuse Large B-Cell Lymphoma, Not Otherwise Specified|Recurrent High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements|Refractory B Acute Lymphoblastic Leukemia|Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified|Refractory High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements	Biological: Autologous Human Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ T-lymphocytes|Drug: Cyclophosphamide|Drug: Fludarabine|Other: Laboratory Biomarker Analysis|Procedure: Leukapheresis|Other: Pharmacological Study	Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT03103971
282	Cytotoxic T-Lymphocytes for EBV-positive Lymphoma, GRALE	Recruiting	No Results Available	Hodgkin's Disease|Non-Hodgkin's Lymphoma|Lymphoproliferative Disease|Lymphoma	Biological: EBV-specific T cells: A|Biological: EBV-specific T cells: B	Houston Methodist Hospital, Houston, Texas, United States|Texas Children's Hospital, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT01555892
283	Study of Kappa Chimeric Antigen Receptor (CAR) T Lymphocytes Co-Expressing the Kappa and CD28 CARs for Relapsed/Refractory Kappa+ Non-Hodgkin Lymphoma and Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma.	Recruiting	No Results Available	Mantle Cell Lymphoma|Follicular Lymphoma|Splenic Marginal Zone Lymphoma|Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue|Nodal Marginal Zone Lymphoma|Indolent Non-hodgkin Lymphoma	Drug: CAR.k.28|Drug: Fludarabine|Drug: Cyclophosphamide|Drug: Bendamustine	Lineberger Comprehensive Cancer Center at University of North Carolina, Chapel Hill, North Carolina, United States	https://ClinicalTrials.gov/show/NCT04223765
284	CAR-20/19-T Cells in Patients With Relapsed Refractory B Cell Malignancies	Recruiting	No Results Available	Non Hodgkin Lymphoma (NHL)|Mantle Cell Lymphoma (MCL)	Biological: 8/12-Day Production of Car-T Cells|Biological: 12-Day Production of Car-T Cells	Medical College of Wisconsin and Froedtert Hospital, Milwaukee, Wisconsin, United States	https://ClinicalTrials.gov/show/NCT04186520
285	Administration of T Lymphocytes for Prevention of Relapse of Lymphomas	Recruiting	No Results Available	Hodgkin Disease|Lymphoma|Lymphoma, Non-Hodgkin|Immune System Diseases|Immunoproliferative Disorders|Lymphatic Diseases|Lymphoproliferative Disorders|Neoplasms|Neoplasms by Histologic Type	Drug: ATLCAR.CD30 cells	Lineberger Comprehensive Cancer Center at University of North Carolina - Chapel Hill, Chapel Hill, North Carolina, United States|Wake Forest University, Winston-Salem, North Carolina, United States	https://ClinicalTrials.gov/show/NCT02663297
286	A Phase I Trial of Donor- Derived 19-28z CAR T Cells Following Allogeneic Transplant for the Treatment of CD19 Malignancies	Recruiting	No Results Available	Leukemia|Lymphoma|Lymphoma, B-Cell	Biological: CAR T-Cell Infusion	Memorial Sloan Kettering Cancer Center, New York, New York, United States	https://ClinicalTrials.gov/show/NCT04556266
287	Autologous CD22 CAR T Cells in Adults w/ Recurrent or Refractory B Cell Malignancies	Recruiting	No Results Available	B-ALL|B-cell Non Hodgkin Lymphoma|DLBCL	Drug: Fludarabine|Drug: Cyclophosphamide|Drug: CD22 CAR	Stanford Medical Center, Stanford, California, United States	https://ClinicalTrials.gov/show/NCT04088890
288	T-cells Expressing Anti-CD19 CAR in Pediatric and Young Adults With B-cell Malignancies	Recruiting	No Results Available	Acute Lymphoblastic Leukemia, B-precursor|Non-Hodgkin Lymphoma, B-cell	Biological: CD19 CAR T cells	Chaim Sheba Medical Center, Ramat Gan, Israel	https://ClinicalTrials.gov/show/NCT02772198
289	Kappa-CD28 T Lymphocytes, Chronic Lymphocytic Leukemia, B-cell Lymphoma or Multiple Myeloma, CHARKALL	Recruiting	No Results Available	Lymphoma|Myeloma|Leukemia	Biological: Kappa CD28 T cells	Houston Methodist Hospital, Houston, Texas, United States|Texas Children's Hospital, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT00881920
290	A Study of Anakinra to Prevent or Treat Severe Side Effects for Patients Receiving CAR-T Cell Therapy	Recruiting	No Results Available	B Cell ALL|B-Cell Lymphoma|B-cell Non Hodgkin Lymphoma	Drug: Anakinra	Memorial Sloan Kettering Cancer Center, New York, New York, United States	https://ClinicalTrials.gov/show/NCT04148430
291	CD19 Chimeric Antigen Receptor (CAR) T Cells for Adults With Recurrent or Refractory B Cell Malignancies	Recruiting	No Results Available	B-Cell Acute Lymphoblastic Leukemia, Adult|B-cell Lymphoma Refractory|B-cell Lymphoma Recurrent	Drug: Fludarabine|Drug: Cyclophosphamide|Biological: CD19-CD34 CAR transduced T cells	Loyola University, Maywood, Illinois, United States	https://ClinicalTrials.gov/show/NCT04214886
292	Activated T-Cells Expressing 2nd or 3rd Generation CD19-Specific CAR, Advanced B-Cell NHL, ALL, and CLL (SAGAN)	Recruiting	No Results Available	Non-Hodgkin Lymphoma|Chronic Lymphocytic Leukemia|Acute Lymphocytic Leukemia	Biological: CD19 CAR T Cells|Drug: Fludarabine|Drug: Cyclophosphamide	Houston Methodist Hospital, Houston, Texas, United States|Texas Children's Hospital, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT01853631
293	ENABLE (Engaging Toll-like Receptor Signalling for B-cell Lymphoma Chimeric Antigen Receptor Therapy)	Recruiting	No Results Available	Lymphomas Non-Hodgkin's B-Cell|Diffuse Large B-cell Lymphoma (DLBCL)|Primary Mediastinal B-cell Lymphoma (PMBCL)|Transformed Follicular Lymphoma (TFL)|Follicular Lymphoma (FL)|Mantle Cell Lymphoma (MCL)	Biological: WZTL002-1 (1928T2z CAR-T cells)|Drug: Cyclophosphamide and Fludarabine lymphodepleting chemotherapy	Wellington Hospital, Capital & Coast District Health Board, Wellington, New Zealand	https://ClinicalTrials.gov/show/NCT04049513
